GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,NamedDimension,24,17,0,0,6,5,2,3,2,3
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,DynamicMediaCapabilityDetection,0,34,0,0,0,4,0,1,0,1
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,ImageProfileImpl,0,90,1,7,0,20,1,6,0,3
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,DynamicMediaSupportServiceImpl,24,256,6,31,9,59,6,26,0,13
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,DynamicMediaPath,7,276,1,25,1,58,1,21,0,9
Media Handler,io.wcm.handler.mediasource.dam.impl.dynamicmedia,SmartCrop,1,308,6,32,0,52,6,24,0,11
Media Handler,io.wcm.handler.media.markup,AbstractImageMediaMarkupBuilder,3,113,1,16,1,25,2,12,1,4
Media Handler,io.wcm.handler.media.markup,SimpleImageMediaMarkupBuilder,50,539,22,86,12,135,19,49,1,13
Media Handler,io.wcm.handler.media.markup,DragDropSupport,0,34,0,0,0,4,0,1,0,1
Media Handler,io.wcm.handler.media.markup,IPERatioCustomize,0,34,0,0,0,4,0,1,0,1
Media Handler,io.wcm.handler.media.markup,MediaMarkupBuilderUtil,88,216,26,42,22,56,21,21,0,6
Media Handler,io.wcm.handler.media.markup,DummyImageMediaMarkupBuilder,18,89,5,15,2,22,4,10,0,4
Media Handler,io.wcm.handler.media.format.impl,MediaFormatSupport.new MediaFormatVisitor() {...},0,22,1,3,0,4,1,3,0,2
Media Handler,io.wcm.handler.media.format.impl,MediaFormatSupport,36,65,9,9,7,16,6,5,0,2
Media Handler,io.wcm.handler.media.format.impl,DefaultMediaFormatListProvider.MediaFormatItem,0,39,0,0,0,13,0,13,0,13
Media Handler,io.wcm.handler.media.format.impl,MediaFormatHandlerImpl,29,485,18,104,6,93,18,58,1,14
Media Handler,io.wcm.handler.media.format.impl,DefaultMediaFormatListProvider,2,108,2,6,1,28,2,6,0,4
Media Handler,io.wcm.handler.media.format.impl,MediaFormatProviderManagerImpl,0,103,0,2,0,22,0,7,0,6
Media Handler,io.wcm.handler.media.impl.ipeconfig,AspectRatioResource,14,74,2,6,5,23,5,8,3,6
Media Handler,io.wcm.handler.media.impl.ipeconfig,IPEConfigResourceProvider,40,236,18,26,12,59,17,14,0,9
Media Handler,io.wcm.handler.media.impl.ipeconfig,CroppingRatios,5,154,5,23,0,35,4,19,0,9
Media Handler,io.wcm.handler.media.impl.ipeconfig,PathParser,0,101,1,9,0,26,1,14,0,10
Media Handler,io.wcm.handler.media.impl.ipeconfig,OverlayResource,19,38,2,0,5,13,4,6,3,6
Media Handler,io.wcm.handler.media,MediaComponentPropertyResolver,2,365,7,47,1,84,7,34,0,14
Media Handler,io.wcm.handler.media,MediaArgs,213,750,47,61,34,206,45,93,3,81
Media Handler,io.wcm.handler.media,MediaArgs.ImageSizes,35,45,4,0,6,13,4,7,2,7
Media Handler,io.wcm.handler.media,MediaFileType,0,283,0,6,0,50,0,27,0,24
Media Handler,io.wcm.handler.media,MediaArgs.MediaFormatOption,57,39,8,0,13,14,8,6,4,6
Media Handler,io.wcm.handler.media,MediaRequest,0,121,1,13,0,28,1,15,0,9
Media Handler,io.wcm.handler.media,MediaArgs.PictureSource,57,71,8,0,10,23,6,15,2,15
Media Handler,io.wcm.handler.media,Media,37,219,9,23,6,67,9,33,0,26
Media Handler,io.wcm.handler.media,CropDimension,5,199,1,13,1,39,2,19,1,13
Media Handler,io.wcm.handler.media,MediaInvalidReason,0,64,0,0,0,7,0,1,0,1
Media Handler,io.wcm.handler.media,MediaComponentPropertyResolver.ValueMapPropertyAccessor,6,12,0,0,1,4,1,2,1,2
Media Handler,io.wcm.handler.media,Rendition,2,18,2,2,1,4,2,1,0,1
Media Handler,io.wcm.handler.media,MediaComponentPropertyResolver.ComponentPropertyResolverPropertyAccessor,0,18,0,0,0,5,0,3,0,3
Media Handler,io.wcm.handler.media,MediaRequest.MediaPropertyNames,4,35,0,0,1,13,1,9,1,9
Media Handler,io.wcm.handler.media,MediaArgs.WidthOption,25,21,2,0,6,7,3,4,2,4
Media Handler,io.wcm.handler.media,Dimension,0,41,0,0,0,12,0,6,0,6
Media Handler,io.wcm.handler.media,UriTemplateType,0,34,0,0,0,4,0,1,0,1
Media Handler,io.wcm.handler.media.impl,DummyImageServlet,0,167,1,5,0,24,1,6,0,4
Media Handler,io.wcm.handler.media.impl,MediaFileServlet,0,15,0,2,0,6,0,4,0,3
Media Handler,io.wcm.handler.media.impl,MediaHandlerImpl,57,388,14,44,11,95,15,30,1,15
Media Handler,io.wcm.handler.media.impl,MediaFormatValidateServlet,14,166,5,13,6,40,5,10,0,6
Media Handler,io.wcm.handler.media.impl,ResourceLayerUtil,25,9,5,1,8,3,3,1,0,1
Media Handler,io.wcm.handler.media.impl,AbstractMediaFileServlet,3,147,3,15,2,42,3,15,0,9
Media Handler,io.wcm.handler.media.impl,ImageFileServlet,2,208,4,32,1,52,4,19,0,5
Media Handler,io.wcm.handler.media.impl,AssetRenditionContentDispositionFilter,8,96,7,11,3,23,8,8,2,5
Media Handler,io.wcm.handler.media.impl,DefaultMediaHandlerConfig,0,3,0,0,0,1,0,1,0,1
Media Handler,io.wcm.handler.media.impl,AemObjectsReflectionToStringBuilder,2,89,0,16,0,22,1,13,1,5
Media Handler,io.wcm.handler.media.impl,MediaFormatValidateServlet.ResultResponse,0,12,0,0,0,4,0,4,0,4
Media Handler,io.wcm.handler.media.impl,ImageTransformation,0,151,0,34,0,28,0,23,0,6
Media Handler,io.wcm.handler.media.impl,MediaHandlerAdapterFactory,2,27,2,4,1,5,2,3,0,2
Media Handler,io.wcm.handler.media.impl,MediaBuilderImpl,73,419,3,11,20,103,11,43,8,39
Media Handler,io.wcm.handler.media.impl,MediaFormatResolver,0,328,4,46,0,82,4,31,0,10
Media Handler,io.wcm.handler.media.impl,WidthUtils,0,57,0,8,0,15,0,8,0,4
Media Handler,io.wcm.handler.media.impl,ImageFileServletSelector,3,189,2,34,1,52,2,25,0,9
Media Handler,io.wcm.handler.media.impl,InlineImageAuthorPreviewServlet,0,14,0,0,0,3,0,2,0,2
Media Handler,io.wcm.handler.media.impl,JcrBinary,0,55,0,14,0,12,0,12,0,5
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata.concurrency,NamedThreadFactory,0,25,0,0,0,7,0,2,0,2
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata.concurrency,StripeIndex,0,80,0,6,0,14,0,9,0,6
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata.concurrency,StripedLazyWeakLock,0,29,0,0,0,5,0,3,0,3
Media Handler,io.wcm.handler.mediasource.ngdm,NextGenDynamicMediaAsset,49,89,12,8,14,24,10,13,1,12
Media Handler,io.wcm.handler.mediasource.ngdm,NextGenDynamicMediaUriTemplate,6,54,1,3,1,16,1,6,0,5
Media Handler,io.wcm.handler.mediasource.ngdm,NextGenDynamicMediaConfigModel,7,62,0,0,3,15,0,7,0,7
Media Handler,io.wcm.handler.mediasource.ngdm,NextGenDynamicMediaRendition,36,307,5,41,3,72,5,42,0,24
Media Handler,io.wcm.handler.mediasource.ngdm,NextGenDynamicMediaMediaSource,21,207,16,38,7,49,15,21,0,9
Media Handler,io.wcm.handler.mediasource.dam.impl,DamRendition,110,321,25,53,26,83,26,36,5,18
Media Handler,io.wcm.handler.mediasource.dam.impl,RenditionMetadata,76,473,14,92,14,109,15,65,3,24
Media Handler,io.wcm.handler.mediasource.dam.impl,VirtualTransformedRenditionMetadata,91,214,13,13,19,44,14,15,3,13
Media Handler,io.wcm.handler.mediasource.dam.impl,DamAutoCropping,0,101,4,14,0,25,4,9,0,4
Media Handler,io.wcm.handler.mediasource.dam.impl,DamUriTemplate,25,312,10,37,5,77,9,28,0,11
Media Handler,io.wcm.handler.mediasource.dam.impl,TransformedRenditionHandler,1,143,2,14,0,29,2,13,0,7
Media Handler,io.wcm.handler.mediasource.dam.impl,WebEnabledRenditionCropping,6,98,4,6,2,19,4,4,0,3
Media Handler,io.wcm.handler.mediasource.dam.impl,DamContext,10,169,3,19,2,41,3,25,0,17
Media Handler,io.wcm.handler.mediasource.dam.impl,VirtualRenditionMetadata,31,138,4,10,9,34,7,13,3,10
Media Handler,io.wcm.handler.mediasource.dam.impl,DefaultRenditionHandler.new MediaFormatVisitor() {...},0,47,0,2,0,10,0,3,0,2
Media Handler,io.wcm.handler.mediasource.dam.impl,DefaultRenditionHandler.new MediaFormatVisitor() {...},0,43,0,4,0,12,0,4,0,2
Media Handler,io.wcm.handler.mediasource.dam.impl,DefaultRenditionHandler.new MediaFormatVisitor() {...},2,53,4,12,1,10,4,6,0,2
Media Handler,io.wcm.handler.mediasource.dam.impl,DefaultRenditionHandler,44,742,20,134,7,154,21,75,1,18
Media Handler,io.wcm.handler.mediasource.dam.impl,DamAsset,77,177,18,16,20,39,16,17,4,12
Media Handler,io.wcm.handler.mediasource.dam.impl,DamContext.new ImageProfile() {...},2,3,0,0,1,1,1,1,1,1
Media Handler,io.wcm.handler.mediasource.dam.impl,RenditionMetadata.new LazyValue() {...},0,23,0,2,0,5,0,3,0,2
Media Handler,io.wcm.handler.media.ui,MediaPlaceholder,9,134,4,14,3,30,4,14,0,9
Media Handler,io.wcm.handler.media.ui,ImageUtils,78,93,12,10,12,21,16,7,7,5
Media Handler,io.wcm.handler.media.ui,ResourceMedia,6,204,5,23,1,48,6,23,1,14
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,MetadataResponse.RepositoryMetadata,0,3,0,0,0,1,0,1,0,1
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,MetadataResponse,0,3,0,0,0,1,0,1,0,1
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,NextGenDynamicMediaMetadata,0,112,2,10,0,29,2,12,0,8
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,NextGenDynamicMediaMetadataUrlBuilder,2,60,1,3,1,15,1,3,0,2
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,MetadataResponse.AssetMetadata,0,3,0,0,0,1,0,1,0,1
Media Handler,io.wcm.handler.mediasource.ngdm.impl.metadata,NextGenDynamicMediaMetadataServiceImpl,15,173,5,16,2,46,4,16,0,9
Media Handler,io.wcm.handler.mediasource.inline,InlineUriTemplate,9,126,3,5,2,32,3,9,0,7
Media Handler,io.wcm.handler.mediasource.inline,InlineAsset,39,129,8,10,11,29,12,11,5,9
Media Handler,io.wcm.handler.mediasource.inline,InlineMediaSource,28,266,12,40,11,65,17,21,5,7
Media Handler,io.wcm.handler.mediasource.inline,InlineRendition,89,856,32,140,21,192,35,83,4,28
Media Handler,io.wcm.handler.mediasource.inline,InlineAutoCropping,2,56,3,3,1,13,3,3,0,3
Media Handler,io.wcm.handler.mediasource.dam.markup,DamVideoMediaMarkupBuilder,37,163,4,14,11,40,6,16,2,11
Media Handler,io.wcm.handler.media.imagemap.impl,ImageMapAreaImpl,10,58,0,0,3,16,3,8,3,8
Media Handler,io.wcm.handler.media.imagemap.impl,ImageMapParserImpl,5,166,8,20,2,34,8,8,0,2
Media Handler,io.wcm.handler.media.spi,MediaFormatProvider,7,58,1,3,2,15,1,7,0,6
Media Handler,io.wcm.handler.media.spi,ImageMapLinkResolver,4,0,0,0,2,0,2,0,2,0
Media Handler,io.wcm.handler.media.spi,MediaSource,8,555,9,75,5,133,10,56,1,23
Media Handler,io.wcm.handler.media.spi,MediaHandlerConfig,8,107,2,22,4,42,4,30,2,20
Media Handler,io.wcm.handler.mediasource.dam.impl.weboptimized,WebOptimizedImageDeliveryParams,0,35,0,0,0,13,0,9,0,9
Media Handler,io.wcm.handler.mediasource.dam.impl.weboptimized,WebOptimizedImageDeliveryServiceImpl,0,38,0,6,0,9,0,7,0,4
Media Handler,io.wcm.handler.mediasource.dam.impl.weboptimized,ParameterMap,0,99,1,11,0,24,1,7,0,2
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,RenditionMetadataWorkflowProcess,16,105,3,7,5,27,3,7,0,5
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,RenditionMetadataListenerService.RenditionMetadataEvent,73,109,6,6,11,30,5,6,1,4
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,AssetSynchonizationService,0,27,0,0,0,7,0,5,0,5
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,RenditionMetadataListenerService,32,122,5,23,6,31,5,15,0,6
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,WorkflowProcessUtil,6,103,1,13,2,25,1,10,0,4
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,RenditionMetadataGenerator,47,421,7,41,17,100,7,26,0,9
Media Handler,io.wcm.handler.mediasource.dam.impl.metadata,AssetSynchonizationService.LockWithLogging,16,27,0,0,4,10,4,3,4,3
Media Handler,io.wcm.handler.mediasource.dam,AssetRendition,7,230,2,24,2,55,2,23,0,12
Media Handler,io.wcm.handler.mediasource.dam,DamMediaSource,45,365,14,32,10,82,16,20,2,11
Media Handler,io.wcm.handler.mediasource.dam,AemRenditionType,0,93,0,0,0,15,0,7,0,7
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaReference,19,145,1,19,2,42,1,20,0,11
Media Handler,io.wcm.handler.mediasource.ngdm.impl,MediaArgsDimension,0,158,2,34,0,32,2,20,0,4
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaBinaryUrlBuilder,2,72,1,3,1,16,1,3,0,2
Media Handler,io.wcm.handler.mediasource.ngdm.impl,ImageQualityPercentage,0,22,0,2,0,6,0,3,0,2
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaContext,0,45,0,0,0,16,0,8,0,8
Media Handler,io.wcm.handler.mediasource.ngdm.impl,SeoNameSanitizer,0,13,0,0,0,3,0,2,0,2
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaConfigServiceImpl,6,201,2,30,2,32,2,29,0,15
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaImageDeliveryParams,0,43,0,0,0,16,0,11,0,11
Media Handler,io.wcm.handler.mediasource.ngdm.impl,NextGenDynamicMediaImageUrlBuilder,2,249,4,24,1,56,4,16,0,6
Media Handler,io.wcm.handler.media.format,MediaFormatBuilder,16,274,9,19,3,70,9,33,0,28
Media Handler,io.wcm.handler.media.format,MediaFormatCombinedTitleComparator,9,0,0,0,2,0,2,0,2,0
Media Handler,io.wcm.handler.media.format,MediaFormat,16,792,14,122,3,171,14,95,0,41
Media Handler,io.wcm.handler.media.format,MediaFormatRankingComparator,0,23,0,2,0,6,0,3,0,2
Media Handler,io.wcm.handler.media.format,MediaFormatSizeRankingComparator,0,56,0,6,0,13,0,6,0,3
Media Handler,io.wcm.handler.media.format,Ratio,0,58,0,12,0,11,0,11,0,5
